day,month,year,humidity,wspd,pressure,dew_point,city,tmin,tmax,tavg
17,12,2018,57,12.1,1021.4,2.3,Islamabad,6.5,15.9,10.7
18,12,2018,55,13.9,1019.2,2.7,Islamabad,6.6,16.4,11.5
19,12,2018,50,7.0,1017.6,4.2,Islamabad,11.7,18.0,14.7
20,12,2018,62,9.1,1018.9,4.7,Islamabad,7.8,16.6,12.1
21,12,2018,58,13.9,1017.5,2.7,Islamabad,5.5,16.4,10.7
22,12,2018,54,12.4,1016.8,1.8,Islamabad,5.0,16.1,11.0
23,12,2018,59,11.2,1019.1,3.3,Islamabad,7.5,15.6,11.3
24,12,2018,66,13.8,1019.1,3.3,Islamabad,5.3,14.4,9.3
25,12,2018,60,12.1,1017.1,2.7,Islamabad,7.2,14.3,10.4
26,12,2018,53,6.9,1015.1,1.5,Islamabad,8.7,13.2,11.1
27,12,2018,57,11.3,1018.5,1.2,Islamabad,6.2,13.3,9.5
28,12,2018,51,11.8,1017.1,-0.2,Islamabad,4.9,14.3,9.7
29,12,2018,55,10.5,1019.2,1.4,Islamabad,3.0,14.3,10.3
30,12,2018,56,7.3,1021.6,3.7,Islamabad,8.9,15.3,12.3
31,12,2018,67,13.8,1022.3,4.8,Islamabad,4.8,15.8,10.8
1,1,2019,60,14.1,1019.4,3.3,Islamabad,6.6,15.3,11.2
2,1,2019,75,11.6,1022.1,6.4,Islamabad,7.9,14.5,10.9
3,1,2019,65,13.6,1023.1,3.7,Islamabad,6.0,14.4,10.1
4,1,2019,69,10.7,1020.3,3.5,Islamabad,6.3,11.4,8.9
5,1,2019,81,9.7,1021.4,5.3,Islamabad,6.9,10.5,8.3
6,1,2019,72,12.5,1020.8,4.0,Islamabad,5.4,13.6,9.0
7,1,2019,69,11.2,1021.5,3.7,Islamabad,6.0,14.2,9.2
8,1,2019,64,11.0,1019.2,2.7,Islamabad,6.1,13.2,9.3
9,1,2019,63,15.3,1018.1,2.6,Islamabad,5.5,14.2,9.5
10,1,2019,67,13.0,1017.4,2.7,Islamabad,5.9,11.3,8.8
11,1,2019,75,10.5,1020.0,5.4,Islamabad,7.0,13.8,9.7
12,1,2019,81,16.8,1019.7,6.0,Islamabad,6.4,11.3,9.1
13,1,2019,74,11.8,1024.2,3.8,Islamabad,5.3,12.4,8.3
14,1,2019,63,17.8,1022.4,1.0,Islamabad,4.0,12.8,7.8
15,1,2019,54,12.9,1018.2,0.3,Islamabad,4.2,15.2,9.7
16,1,2019,55,9.1,1018.4,2.3,Islamabad,6.7,14.8,11.1
17,1,2019,66,12.8,1018.8,3.3,Islamabad,5.1,15.8,9.4
18,1,2019,59,11.2,1018.6,1.4,Islamabad,5.7,12.8,9.3
19,1,2019,73,13.3,1018.7,5.8,Islamabad,6.9,16.1,10.6
20,1,2019,71,15.6,1017.4,6.6,Islamabad,8.4,15.6,11.8
21,1,2019,87,17.7,1015.0,8.1,Islamabad,8.4,11.4,10.2
22,1,2019,84,18.0,1013.9,7.0,Islamabad,7.7,12.3,9.6
23,1,2019,81,18.4,1019.9,5.5,Islamabad,5.9,12.5,8.8
24,1,2019,70,10.8,1022.4,3.7,Islamabad,5.9,12.8,9.0
25,1,2019,71,18.5,1020.9,2.8,Islamabad,4.0,12.4,7.8
26,1,2019,65,14.3,1024.4,1.9,Islamabad,4.2,12.6,8.2
27,1,2019,60,15.3,1023.8,0.6,Islamabad,4.4,13.1,8.1
28,1,2019,55,15.2,1023.3,-0.7,Islamabad,3.8,13.3,8.0
29,1,2019,52,14.0,1020.9,-0.4,Islamabad,4.1,14.6,9.3
30,1,2019,67,12.8,1021.0,3.3,Islamabad,7.9,12.6,9.6
31,1,2019,87,17.0,1020.6,6.4,Islamabad,7.6,9.7,8.5
1,2,2019,76,13.7,1022.1,5.4,Islamabad,6.4,13.5,9.7
2,2,2019,69,15.3,1020.5,5.4,Islamabad,7.3,16.1,11.0
3,2,2019,62,14.5,1020.4,4.4,Islamabad,7.2,17.3,11.6
4,2,2019,59,11.0,1020.4,4.4,Islamabad,8.6,16.0,12.3
5,2,2019,62,13.1,1018.2,5.5,Islamabad,10.5,15.2,12.6
6,2,2019,79,21.1,1014.6,6.2,Islamabad,5.2,12.8,9.7
7,2,2019,81,8.7,1010.7,5.5,Islamabad,5.5,11.7,8.6
8,2,2019,76,26.8,1018.6,5.1,Islamabad,7.1,13.7,9.4
9,2,2019,64,13.8,1019.8,2.9,Islamabad,5.0,14.8,9.6
10,2,2019,57,11.3,1020.1,3.9,Islamabad,7.1,16.3,12.4
11,2,2019,61,9.0,1021.4,5.8,Islamabad,9.3,17.6,13.4
12,2,2019,65,18.4,1021.6,6.6,Islamabad,10.6,16.2,13.0
13,2,2019,77,9.5,1021.2,8.8,Islamabad,10.1,18.6,12.8
14,2,2019,76,17.9,1016.4,7.0,Islamabad,7.7,15.5,11.2
15,2,2019,73,13.6,1017.9,5.9,Islamabad,5.4,16.0,10.6
16,2,2019,67,12.6,1018.8,5.7,Islamabad,7.6,16.9,11.8
17,2,2019,69,11.2,1014.4,6.0,Islamabad,8.2,14.8,11.5
18,2,2019,78,17.0,1011.7,6.3,Islamabad,7.3,12.2,10.1
19,2,2019,68,12.1,1014.9,5.5,Islamabad,6.1,16.0,11.4
20,2,2019,83,18.9,1018.6,7.7,Islamabad,8.2,13.9,10.6
21,2,2019,88,14.0,1017.3,8.7,Islamabad,6.9,14.6,10.7
22,2,2019,76,13.2,1019.5,6.2,Islamabad,4.6,15.9,10.5
23,2,2019,66,15.5,1016.4,5.3,Islamabad,7.2,16.8,11.7
24,2,2019,52,13.6,1011.9,3.0,Islamabad,9.6,16.8,12.7
25,2,2019,64,12.6,1012.6,4.6,Islamabad,8.6,15.2,11.3
26,2,2019,74,21.2,1013.7,4.6,Islamabad,5.6,11.7,9.1
27,2,2019,68,15.5,1013.0,3.4,Islamabad,4.8,14.0,9.4
28,2,2019,59,9.3,1016.1,4.0,Islamabad,8.6,15.5,11.9
1,3,2019,73,12.5,1018.2,5.4,Islamabad,8.4,11.9,10.0
2,3,2019,86,17.7,1017.4,7.4,Islamabad,8.0,12.0,9.7
3,3,2019,82,11.9,1016.0,7.6,Islamabad,7.4,14.6,10.6
4,3,2019,75,8.1,1011.8,7.6,Islamabad,7.1,16.5,12.1
5,3,2019,56,10.1,1011.1,5.7,Islamabad,12.1,18.4,14.7
6,3,2019,52,11.8,1012.2,5.1,Islamabad,10.0,19.3,15.1
7,3,2019,70,10.3,1014.0,7.2,Islamabad,9.1,16.6,12.7
8,3,2019,63,15.1,1016.2,5.6,Islamabad,7.8,16.6,12.5
9,3,2019,59,15.9,1015.8,6.1,Islamabad,10.0,19.6,14.3
10,3,2019,57,13.3,1013.7,6.4,Islamabad,9.2,20.2,15.1
11,3,2019,76,27.8,1014.9,8.1,Islamabad,9.8,14.6,12.4
12,3,2019,77,17.5,1019.7,8.5,Islamabad,7.2,18.1,12.6
13,3,2019,71,14.8,1016.6,7.9,Islamabad,9.1,17.3,13.1
14,3,2019,75,10.2,1019.7,7.8,Islamabad,9.0,16.9,12.3
15,3,2019,68,11.9,1020.4,8.0,Islamabad,8.4,18.7,14.0
16,3,2019,60,14.0,1017.6,7.8,Islamabad,10.9,20.4,15.7
17,3,2019,57,11.8,1015.3,9.0,Islamabad,13.2,22.8,17.9
18,3,2019,54,10.0,1014.7,9.1,Islamabad,13.7,23.4,18.9
19,3,2019,75,14.8,1012.3,10.4,Islamabad,11.2,17.1,14.9
20,3,2019,76,14.0,1013.5,9.0,Islamabad,8.9,17.6,13.3
21,3,2019,64,13.0,1016.4,8.3,Islamabad,10.2,21.1,15.4
22,3,2019,58,15.6,1017.2,7.9,Islamabad,12.1,22.1,16.6
23,3,2019,63,16.0,1016.8,8.5,Islamabad,13.3,18.0,15.4
24,3,2019,63,15.4,1015.0,9.5,Islamabad,11.2,22.1,16.8
25,3,2019,56,17.3,1013.6,9.2,Islamabad,14.0,24.0,18.4
26,3,2019,50,15.0,1014.6,8.9,Islamabad,15.2,24.2,20.0
27,3,2019,46,12.5,1014.9,9.4,Islamabad,18.7,25.1,22.2
28,3,2019,51,17.3,1013.9,11.1,Islamabad,16.8,26.5,22.3
29,3,2019,66,16.7,1011.2,13.4,Islamabad,16.0,24.4,20.3
30,3,2019,65,23.7,1012.8,11.0,Islamabad,14.2,23.2,18.0
31,3,2019,53,18.8,1012.2,8.8,Islamabad,13.6,25.1,19.1
1,4,2019,43,19.1,1010.5,7.3,Islamabad,15.8,26.8,20.9
2,4,2019,36,9.2,1010.8,7.8,Islamabad,20.4,28.6,24.0
3,4,2019,42,14.6,1009.3,9.2,Islamabad,17.7,28.6,23.3
4,4,2019,44,12.0,1010.9,12.1,Islamabad,21.8,30.6,25.5
5,4,2019,51,15.7,1009.6,13.9,Islamabad,20.0,31.1,25.1
6,4,2019,46,13.2,1009.3,12.1,Islamabad,19.6,30.4,24.8
7,4,2019,39,14.2,1007.5,9.9,Islamabad,20.9,31.8,25.6
8,4,2019,45,15.3,1008.6,11.7,Islamabad,18.4,28.8,24.7
9,4,2019,43,27.0,1008.6,11.6,Islamabad,18.3,30.7,26.0
10,4,2019,69,20.5,1011.6,15.5,Islamabad,16.7,27.8,22.0
11,4,2019,60,18.0,1011.4,13.9,Islamabad,19.2,28.2,22.4
12,4,2019,63,12.5,1011.4,14.7,Islamabad,17.1,28.1,22.7
13,4,2019,72,10.8,1012.7,16.2,Islamabad,18.5,26.1,21.6
14,4,2019,63,17.9,1012.4,14.4,Islamabad,17.8,28.1,22.2
15,4,2019,54,17.3,1010.0,14.2,Islamabad,20.6,29.4,24.4
16,4,2019,77,23.2,1010.0,15.1,Islamabad,15.8,24.4,19.4
17,4,2019,90,18.7,1012.9,14.8,Islamabad,14.9,18.0,16.4
18,4,2019,74,11.5,1014.7,13.9,Islamabad,14.9,23.1,18.7
19,4,2019,60,9.6,1010.9,13.0,Islamabad,15.7,26.1,21.2
20,4,2019,61,10.5,1007.9,15.0,Islamabad,18.4,27.3,23.1
21,4,2019,60,12.7,1007.0,15.9,Islamabad,18.7,28.3,24.5
22,4,2019,54,12.6,1007.4,15.2,Islamabad,20.8,30.2,25.4
23,4,2019,60,27.9,1008.2,16.4,Islamabad,19.5,31.3,25.2
24,4,2019,73,18.5,1011.9,16.8,Islamabad,17.9,26.1,22.0
25,4,2019,65,16.5,1011.3,15.4,Islamabad,17.6,29.0,22.8
26,4,2019,67,15.8,1011.4,15.5,Islamabad,16.2,28.2,22.2
27,4,2019,58,15.8,1010.2,14.6,Islamabad,17.9,29.2,23.9
28,4,2019,51,14.3,1008.5,13.4,Islamabad,18.3,30.7,24.7
29,4,2019,48,12.1,1006.3,13.1,Islamabad,19.5,30.9,25.4
30,4,2019,51,14.8,1006.7,12.4,Islamabad,18.8,28.9,23.8
1,5,2019,47,14.0,1005.9,11.1,Islamabad,18.4,29.9,23.7
2,5,2019,45,15.6,1006.7,10.6,Islamabad,19.4,29.0,24.0
3,5,2019,46,15.1,1009.3,10.0,Islamabad,17.4,28.8,23.3
4,5,2019,40,14.0,1009.3,9.5,Islamabad,17.8,30.5,24.9
5,5,2019,35,15.6,1008.3,8.9,Islamabad,20.2,31.8,26.3
6,5,2019,31,14.0,1006.5,7.4,Islamabad,17.7,33.4,27.3
7,5,2019,26,11.2,1004.2,7.0,Islamabad,23.4,33.6,28.8
8,5,2019,24,18.8,1005.2,6.9,Islamabad,26.2,35.2,30.5
9,5,2019,28,14.2,1003.8,8.9,Islamabad,23.5,35.0,29.4
10,5,2019,33,25.5,1004.2,10.3,Islamabad,23.3,33.5,28.4
11,5,2019,33,14.0,1007.5,9.9,Islamabad,23.8,32.4,28.1
12,5,2019,37,13.8,1006.8,11.4,Islamabad,21.2,32.2,27.9
13,5,2019,35,16.4,1004.8,11.7,Islamabad,23.6,33.4,29.2
14,5,2019,43,17.4,1005.9,13.5,Islamabad,23.7,30.6,27.4
15,5,2019,40,19.2,1007.2,12.3,Islamabad,24.3,32.9,27.8
16,5,2019,66,16.5,1009.3,16.8,Islamabad,18.5,27.5,24.0
17,5,2019,66,13.2,1008.5,16.5,Islamabad,20.4,27.5,23.4
18,5,2019,63,14.3,1008.6,16.1,Islamabad,18.9,29.4,24.2
19,5,2019,55,18.4,1008.4,15.1,Islamabad,20.3,31.0,25.4
20,5,2019,53,18.9,1009.9,14.4,Islamabad,18.3,31.3,25.3
21,5,2019,36,13.2,1007.3,11.1,Islamabad,22.2,34.2,28.4
22,5,2019,31,11.2,1004.5,11.0,Islamabad,25.4,35.9,30.9
23,5,2019,48,21.3,1006.0,14.1,Islamabad,22.5,29.7,26.3
24,5,2019,73,22.4,1008.8,16.6,Islamabad,18.8,25.0,21.7
25,5,2019,63,14.5,1007.0,15.5,Islamabad,18.1,29.2,23.4
26,5,2019,51,14.3,1004.6,15.1,Islamabad,21.5,31.7,26.6
27,5,2019,41,15.3,1005.2,12.6,Islamabad,22.6,32.7,27.6
28,5,2019,37,13.5,1004.1,12.0,Islamabad,23.8,34.9,28.9
29,5,2019,34,14.8,1002.0,11.7,Islamabad,24.1,36.6,30.1
30,5,2019,27,16.6,1001.0,10.1,Islamabad,26.9,38.4,32.3
31,5,2019,26,13.2,1000.7,9.8,Islamabad,24.9,38.4,32.3
1,6,2019,29,15.6,1001.6,11.6,Islamabad,24.3,38.5,32.3
2,6,2019,25,13.7,1000.9,10.6,Islamabad,27.9,39.1,33.6
3,6,2019,28,17.8,1000.0,11.1,Islamabad,25.3,38.9,32.5
4,6,2019,36,36.3,1003.0,13.1,Islamabad,25.5,35.4,30.1
5,6,2019,42,19.0,1003.9,13.9,Islamabad,23.6,33.6,28.5
6,6,2019,40,16.4,1003.8,12.7,Islamabad,22.1,34.7,28.8
7,6,2019,30,12.4,1005.5,10.6,Islamabad,25.5,36.3,31.0
8,6,2019,29,12.3,1003.8,11.5,Islamabad,28.5,35.9,32.2
9,6,2019,27,16.2,1001.3,9.9,Islamabad,26.1,38.1,32.2
10,6,2019,25,11.4,997.7,10.3,Islamabad,25.9,39.3,33.6
11,6,2019,29,24.8,997.1,11.9,Islamabad,27.7,37.6,32.3
12,6,2019,44,26.4,1001.4,14.3,Islamabad,22.4,33.9,28.2
13,6,2019,32,16.3,1002.4,9.8,Islamabad,23.5,36.9,30.4
14,6,2019,25,12.8,1000.1,8.4,Islamabad,24.2,37.6,31.8
15,6,2019,25,18.4,999.3,9.7,Islamabad,26.8,37.6,32.5
16,6,2019,30,15.8,999.7,11.0,Islamabad,25.2,36.5,31.0
17,6,2019,29,24.0,998.5,11.5,Islamabad,27.7,36.6,31.9
18,6,2019,47,25.8,1000.7,16.4,Islamabad,24.7,32.4,29.0
19,6,2019,40,16.0,1000.9,15.0,Islamabad,25.5,35.1,30.7
20,6,2019,40,25.0,1002.0,15.3,Islamabad,25.5,34.1,30.8
21,6,2019,43,12.6,1003.5,15.8,Islamabad,25.0,33.3,29.8
22,6,2019,36,13.4,1001.9,14.1,Islamabad,25.7,36.6,31.8
23,6,2019,36,16.1,1001.9,14.9,Islamabad,28.4,36.1,32.2
24,6,2019,46,17.3,1004.4,17.6,Islamabad,27.3,32.3,30.6
25,6,2019,42,18.3,1003.7,15.5,Islamabad,25.4,35.2,30.8
26,6,2019,32,13.1,1000.6,12.9,Islamabad,27.6,37.3,32.3
27,6,2019,35,18.4,997.8,14.7,Islamabad,28.8,36.9,32.8
28,6,2019,38,11.4,996.9,16.8,Islamabad,28.1,36.6,33.2
29,6,2019,34,21.3,995.8,14.7,Islamabad,28.6,39.2,33.8
30,6,2019,39,16.8,997.4,14.9,Islamabad,25.0,37.0,31.1
1,7,2019,28,26.5,997.3,12.9,Islamabad,29.1,38.8,34.2
2,7,2019,30,22.1,998.0,14.8,Islamabad,29.9,39.5,35.3
3,7,2019,35,18.5,997.7,17.0,Islamabad,30.2,39.7,35.3
4,7,2019,43,29.8,996.7,19.6,Islamabad,29.9,39.6,34.5
5,7,2019,62,27.7,995.8,22.4,Islamabad,26.8,35.9,30.8
6,7,2019,67,16.8,995.4,22.8,Islamabad,25.1,34.0,29.6
7,7,2019,66,19.2,996.0,22.9,Islamabad,24.9,34.8,30.4
8,7,2019,57,19.1,995.3,22.8,Islamabad,28.2,37.5,32.9
9,7,2019,67,25.6,994.8,23.5,Islamabad,26.5,35.8,30.6
10,7,2019,80,21.1,995.4,24.3,Islamabad,25.0,32.9,28.2
11,7,2019,79,22.1,995.5,24.4,Islamabad,25.5,31.9,28.5
12,7,2019,80,19.1,997.9,24.6,Islamabad,25.4,31.4,28.4
13,7,2019,82,17.2,998.7,24.2,Islamabad,24.6,31.2,27.6
14,7,2019,81,21.7,997.2,23.2,Islamabad,23.2,30.9,26.9
15,7,2019,79,17.8,996.7,22.6,Islamabad,23.7,30.6,26.8
16,7,2019,80,19.4,999.6,22.9,Islamabad,24.1,29.5,26.7
17,7,2019,77,17.6,1001.4,22.6,Islamabad,23.9,31.1,27.3
18,7,2019,78,14.4,1001.7,23.1,Islamabad,25.1,29.6,27.3
19,7,2019,74,15.9,1002.2,22.9,Islamabad,24.8,31.3,28.1
20,7,2019,68,13.5,1002.9,22.9,Islamabad,25.5,33.7,29.7
21,7,2019,72,11.5,1002.6,24.0,Islamabad,26.7,33.0,29.6
22,7,2019,69,16.0,1001.6,23.7,Islamabad,26.9,33.7,30.2
23,7,2019,65,13.7,1000.1,23.3,Islamabad,27.3,34.0,30.8
24,7,2019,59,19.2,996.9,23.2,Islamabad,29.1,35.8,32.5
25,7,2019,80,26.6,998.9,23.5,Islamabad,25.0,30.7,27.3
26,7,2019,80,15.0,998.5,23.4,Islamabad,24.1,31.2,27.3
27,7,2019,83,21.3,999.4,23.4,Islamabad,23.8,30.1,26.6
28,7,2019,80,18.5,1002.4,22.9,Islamabad,24.3,30.1,26.9
29,7,2019,71,8.7,1002.9,22.9,Islamabad,25.4,33.7,29.0
30,7,2019,66,8.0,1000.8,23.3,Islamabad,26.7,33.8,30.6
31,7,2019,77,21.1,1000.4,23.9,Islamabad,26.1,31.1,28.4
1,8,2019,85,20.9,1000.3,23.2,Islamabad,24.0,29.0,25.9
2,8,2019,80,17.7,998.9,23.8,Islamabad,24.7,30.8,27.6
3,8,2019,82,14.3,999.5,24.2,Islamabad,24.6,31.1,27.7
4,8,2019,74,9.3,998.5,24.0,Islamabad,25.6,32.6,29.2
5,8,2019,70,14.6,996.1,24.1,Islamabad,27.1,33.4,30.3
6,8,2019,78,21.9,995.7,25.1,Islamabad,26.9,33.1,29.5
7,8,2019,87,23.7,997.8,23.7,Islamabad,24.2,29.2,26.0
8,8,2019,74,9.6,997.1,24.5,Islamabad,25.4,32.9,29.6
9,8,2019,83,20.4,999.2,24.6,Islamabad,25.4,30.5,27.9
10,8,2019,85,20.0,1001.5,23.5,Islamabad,24.4,29.0,26.4
11,8,2019,76,6.9,1001.1,23.5,Islamabad,24.4,31.5,28.3
12,8,2019,77,12.2,1000.1,24.7,Islamabad,26.2,31.5,29.2
13,8,2019,84,14.1,1000.4,25.3,Islamabad,26.3,30.7,28.3
14,8,2019,86,15.3,1003.0,23.8,Islamabad,24.3,28.8,26.3
15,8,2019,79,13.3,1002.5,24.2,Islamabad,24.8,32.1,28.4
16,8,2019,83,17.7,1001.4,24.7,Islamabad,23.7,30.9,27.9
17,8,2019,85,20.7,1002.0,22.7,Islamabad,22.5,29.7,25.5
18,8,2019,77,10.6,1003.1,22.8,Islamabad,23.5,30.4,27.3
19,8,2019,78,20.7,1006.3,21.9,Islamabad,21.7,30.6,26.2
20,8,2019,72,15.1,1005.6,21.2,Islamabad,23.9,30.8,26.9
21,8,2019,64,10.0,1002.9,21.2,Islamabad,24.8,32.5,28.8
22,8,2019,66,19.0,1003.0,22.0,Islamabad,25.3,32.5,29.1
23,8,2019,69,15.9,1003.5,22.6,Islamabad,26.2,32.9,29.2
24,8,2019,59,10.7,1002.8,21.5,Islamabad,25.8,33.5,30.6
25,8,2019,66,13.9,1003.2,22.7,Islamabad,26.5,32.9,29.7
26,8,2019,79,22.3,1005.6,23.1,Islamabad,24.8,30.6,27.2
27,8,2019,70,11.5,1003.7,22.9,Islamabad,25.1,33.1,29.2
28,8,2019,64,9.9,1004.4,23.0,Islamabad,27.8,34.1,30.8
29,8,2019,58,8.1,1004.4,22.5,Islamabad,28.1,35.1,31.9
30,8,2019,68,20.0,1002.7,23.4,Islamabad,27.8,32.6,29.9
31,8,2019,73,10.6,1000.5,23.9,Islamabad,26.7,32.0,29.2
1,9,2019,64,17.4,1001.7,23.1,Islamabad,26.9,34.0,30.7
2,9,2019,71,15.8,1003.6,22.6,Islamabad,24.7,33.0,28.8
3,9,2019,57,9.8,1001.2,21.3,Islamabad,26.5,34.6,31.1
4,9,2019,58,12.7,1000.3,22.1,Islamabad,27.5,34.8,31.6
5,9,2019,61,24.0,1000.7,22.3,Islamabad,26.7,34.8,31.0
6,9,2019,72,16.9,1000.5,23.5,Islamabad,24.5,33.2,29.1
7,9,2019,73,15.6,1001.3,22.5,Islamabad,23.8,32.2,28.0
8,9,2019,69,12.3,1003.2,21.3,Islamabad,23.3,32.1,27.8
9,9,2019,61,14.8,1001.2,21.5,Islamabad,25.1,33.4,29.9
10,9,2019,59,10.6,1000.3,22.3,Islamabad,26.4,34.6,31.3
11,9,2019,60,13.0,1001.7,22.1,Islamabad,27.8,34.5,31.0
12,9,2019,57,12.2,1002.4,22.2,Islamabad,27.6,36.1,32.0
13,9,2019,63,25.4,1004.6,21.6,Islamabad,23.5,33.5,29.7
14,9,2019,59,12.1,1004.9,21.0,Islamabad,25.7,33.7,30.3
15,9,2019,59,13.5,1005.3,21.4,Islamabad,27.1,32.9,30.5
16,9,2019,67,16.3,1004.2,20.5,Islamabad,23.3,31.8,27.4
17,9,2019,55,10.9,1004.6,18.8,Islamabad,25.2,33.0,29.0
18,9,2019,56,10.8,1007.8,19.5,Islamabad,24.9,34.1,29.5
19,9,2019,73,23.3,1010.5,21.6,Islamabad,24.8,29.7,27.0
20,9,2019,79,13.0,1010.9,20.9,Islamabad,22.1,28.3,24.9
21,9,2019,72,6.7,1008.6,20.9,Islamabad,22.7,30.5,26.7
22,9,2019,61,13.4,1009.7,19.9,Islamabad,24.5,31.5,28.2
23,9,2019,69,19.2,1011.7,20.6,Islamabad,23.7,30.5,27.0
24,9,2019,69,13.1,1011.6,21.1,Islamabad,25.0,30.8,27.6
25,9,2019,73,16.4,1013.0,21.7,Islamabad,24.7,30.8,27.3
26,9,2019,71,16.1,1013.7,21.4,Islamabad,23.9,30.4,27.3
27,9,2019,75,13.3,1012.2,21.5,Islamabad,22.7,29.6,26.3
28,9,2019,80,12.4,1010.6,20.6,Islamabad,21.6,27.1,24.3
29,9,2019,83,13.4,1012.3,20.2,Islamabad,21.3,25.9,23.3
30,9,2019,79,13.7,1010.8,19.6,Islamabad,20.0,27.2,23.6
1,10,2019,81,15.9,1010.7,18.8,Islamabad,19.8,26.1,22.5
2,10,2019,73,11.3,1011.5,18.2,Islamabad,20.3,27.0,23.4
3,10,2019,80,18.6,1011.0,18.2,Islamabad,18.8,25.5,22.0
4,10,2019,73,14.5,1012.9,16.1,Islamabad,17.5,25.7,21.4
5,10,2019,69,21.7,1012.6,15.1,Islamabad,17.7,25.3,21.3
6,10,2019,69,15.8,1013.3,15.0,Islamabad,18.6,23.9,21.1
7,10,2019,58,8.7,1014.9,13.3,Islamabad,18.5,26.9,22.5
8,10,2019,54,13.0,1012.3,13.2,Islamabad,18.8,28.0,23.2
9,10,2019,53,17.4,1012.7,14.2,Islamabad,20.2,28.7,24.7
10,10,2019,54,10.0,1012.7,15.1,Islamabad,22.0,28.5,25.3
11,10,2019,55,11.2,1011.2,14.4,Islamabad,20.0,29.4,24.4
12,10,2019,50,8.6,1012.4,14.3,Islamabad,23.1,29.1,25.5
13,10,2019,48,10.3,1012.7,14.3,Islamabad,23.0,29.3,26.2
14,10,2019,52,14.6,1013.0,15.6,Islamabad,23.5,29.7,26.4
15,10,2019,53,11.3,1014.4,15.4,Islamabad,22.9,29.5,26.0
16,10,2019,53,10.7,1014.5,15.4,Islamabad,22.0,30.7,26.1
17,10,2019,67,20.6,1015.3,16.4,Islamabad,18.9,26.7,23.0
18,10,2019,76,19.7,1017.3,14.8,Islamabad,15.6,23.7,19.3
19,10,2019,65,14.2,1017.9,12.8,Islamabad,16.1,25.3,20.1
20,10,2019,55,13.2,1016.3,11.7,Islamabad,17.0,26.2,21.5
21,10,2019,53,12.3,1014.5,11.7,Islamabad,17.5,27.4,22.1
22,10,2019,51,13.0,1011.1,10.9,Islamabad,16.5,26.4,21.8
23,10,2019,48,8.9,1010.5,10.9,Islamabad,18.6,26.7,22.7
24,10,2019,48,13.0,1012.1,10.1,Islamabad,17.5,26.9,21.9
25,10,2019,47,12.6,1013.2,9.6,Islamabad,17.1,27.4,21.8
26,10,2019,46,12.1,1014.6,8.9,Islamabad,17.4,26.9,21.5
27,10,2019,43,15.7,1013.7,8.3,Islamabad,17.4,26.1,21.8
28,10,2019,43,10.7,1013.8,10.2,Islamabad,20.0,27.3,23.6
29,10,2019,46,11.8,1014.4,11.1,Islamabad,19.8,27.1,23.4
30,10,2019,54,14.0,1013.8,13.5,Islamabad,20.0,27.7,23.6
31,10,2019,55,9.8,1013.4,12.5,Islamabad,18.1,27.4,22.5
1,11,2019,65,22.1,1014.3,12.3,Islamabad,15.9,21.7,19.3
2,11,2019,66,17.5,1015.8,12.2,Islamabad,15.1,24.2,19.0
3,11,2019,61,12.6,1016.3,12.0,Islamabad,16.2,24.8,20.2
4,11,2019,56,10.2,1016.2,11.5,Islamabad,17.0,25.5,20.9
5,11,2019,55,22.7,1012.1,11.1,Islamabad,16.7,25.5,20.9
6,11,2019,87,21.0,1010.3,13.3,Islamabad,14.0,18.3,15.5
7,11,2019,87,9.0,1013.2,11.7,Islamabad,12.1,16.0,13.9
8,11,2019,74,14.6,1017.9,10.4,Islamabad,11.4,20.0,15.3
9,11,2019,60,17.1,1016.7,8.5,Islamabad,12.4,21.3,16.4
10,11,2019,53,10.9,1014.8,8.0,Islamabad,12.4,21.4,17.9
11,11,2019,59,12.2,1013.8,9.9,Islamabad,15.3,21.6,18.2
12,11,2019,65,14.8,1014.8,11.0,Islamabad,14.9,21.1,17.9
13,11,2019,71,12.3,1017.3,11.7,Islamabad,14.8,20.1,17.2
14,11,2019,71,11.9,1018.6,12.7,Islamabad,15.1,21.8,18.0
15,11,2019,88,13.7,1019.2,13.5,Islamabad,13.8,17.2,15.5
16,11,2019,88,10.4,1019.4,12.9,Islamabad,12.4,17.3,14.8
17,11,2019,75,17.1,1018.5,10.8,Islamabad,12.0,19.8,15.4
18,11,2019,66,15.5,1015.1,9.4,Islamabad,13.4,20.7,16.1
19,11,2019,62,9.3,1014.7,9.1,Islamabad,13.4,20.0,16.8
20,11,2019,58,7.4,1015.4,8.5,Islamabad,15.6,18.6,17.0
21,11,2019,79,13.5,1018.9,11.2,Islamabad,13.0,18.1,15.1
22,11,2019,88,17.6,1019.3,11.3,Islamabad,12.1,16.0,13.3
23,11,2019,83,12.9,1019.4,10.9,Islamabad,10.7,18.5,13.9
24,11,2019,73,11.0,1017.0,9.8,Islamabad,11.5,18.9,14.7
25,11,2019,68,9.5,1017.4,10.2,Islamabad,13.9,18.9,16.4
26,11,2019,73,11.3,1018.5,10.0,Islamabad,13.0,18.2,15.0
27,11,2019,75,9.4,1018.1,9.0,Islamabad,10.7,16.6,13.6
28,11,2019,75,10.6,1019.9,8.7,Islamabad,9.7,16.8,13.1
29,11,2019,71,11.4,1019.8,7.5,Islamabad,9.0,17.1,12.7
30,11,2019,64,16.9,1018.9,5.8,Islamabad,9.0,17.3,12.6
