day,month,year,humidity,wspd,pressure,dew_point,city,tmin,tmax,tavg
7,12,2020,71,10.0,1017.3,11.4,Lahore,11.6,24.7,17.4
8,12,2020,68,12.2,1017.6,9.7,Lahore,11.6,23.5,16.3
9,12,2020,76,12.7,1016.7,11.1,Lahore,12.7,20.0,15.6
10,12,2020,74,10.6,1016.1,10.8,Lahore,11.4,22.9,16.1
11,12,2020,72,20.0,1015.4,9.2,Lahore,9.8,19.8,14.5
12,12,2020,78,9.7,1016.4,9.3,Lahore,9.8,18.6,13.4
13,12,2020,82,8.9,1016.7,8.7,Lahore,7.6,18.1,12.0
14,12,2020,78,10.1,1017.4,7.2,Lahore,7.1,18.1,11.4
15,12,2020,79,9.8,1019.9,6.4,Lahore,5.4,17.3,10.5
16,12,2020,80,9.6,1022.3,5.6,Lahore,4.4,16.5,9.5
17,12,2020,69,11.0,1021.1,2.8,Lahore,3.1,16.8,9.2
18,12,2020,67,11.5,1019.2,2.8,Lahore,2.9,17.2,9.3
19,12,2020,67,10.8,1019.7,3.4,Lahore,2.5,18.2,9.9
20,12,2020,68,10.9,1020.0,5.4,Lahore,6.1,19.6,11.8
21,12,2020,72,10.3,1017.5,7.5,Lahore,5.7,19.7,13.0
22,12,2020,74,9.8,1016.3,7.6,Lahore,5.1,19.6,12.6
23,12,2020,74,6.6,1015.5,7.9,Lahore,6.1,19.7,13.0
24,12,2020,78,7.4,1015.9,7.9,Lahore,4.5,19.2,12.0
25,12,2020,80,9.2,1017.4,7.9,Lahore,4.6,19.0,11.6
26,12,2020,85,7.9,1016.2,7.8,Lahore,4.7,18.1,10.5
27,12,2020,91,15.2,1012.8,8.0,Lahore,6.4,14.2,9.4
28,12,2020,74,14.5,1017.5,4.7,Lahore,5.6,14.9,9.7
29,12,2020,78,11.4,1019.1,4.6,Lahore,2.8,15.2,8.6
30,12,2020,77,9.5,1019.8,4.3,Lahore,2.7,16.0,8.6
31,12,2020,83,11.1,1019.1,5.1,Lahore,2.9,15.6,8.2
1,1,2021,80,9.5,1017.7,5.6,Lahore,5.0,16.3,9.3
2,1,2021,86,11.7,1017.7,7.3,Lahore,3.8,16.2,9.8
3,1,2021,87,15.3,1014.8,11.6,Lahore,10.2,18.1,13.8
4,1,2021,88,15.5,1016.3,13.4,Lahore,12.4,19.7,15.4
5,1,2021,93,20.5,1015.4,13.8,Lahore,13.8,16.4,15.0
6,1,2021,90,20.4,1016.3,12.4,Lahore,10.8,18.2,14.1
7,1,2021,91,8.9,1015.6,10.6,Lahore,9.3,17.7,12.2
8,1,2021,87,8.8,1015.0,10.1,Lahore,9.2,17.6,12.3
9,1,2021,86,9.9,1017.2,8.4,Lahore,6.7,17.6,10.9
10,1,2021,89,9.7,1016.9,7.7,Lahore,5.5,16.8,9.7
11,1,2021,88,7.0,1016.8,8.1,Lahore,4.9,17.7,10.2
12,1,2021,91,7.6,1017.2,7.9,Lahore,5.3,15.2,9.3
13,1,2021,90,6.5,1016.1,6.6,Lahore,3.3,15.0,8.3
14,1,2021,91,9.2,1016.7,6.9,Lahore,4.0,14.3,8.5
15,1,2021,91,5.4,1015.6,8.0,Lahore,6.3,14.2,9.5
16,1,2021,95,6.2,1014.6,7.6,Lahore,5.6,12.3,8.3
17,1,2021,90,11.9,1015.7,6.8,Lahore,4.8,13.2,8.4
18,1,2021,89,11.2,1017.6,9.2,Lahore,6.2,18.0,11.1
19,1,2021,85,9.2,1015.0,9.2,Lahore,6.5,19.1,12.0
20,1,2021,83,10.7,1014.7,9.3,Lahore,6.8,19.3,12.4
21,1,2021,79,11.4,1013.2,7.6,Lahore,6.6,19.0,11.4
22,1,2021,82,17.2,1013.2,8.6,Lahore,6.2,18.8,12.0
23,1,2021,83,17.0,1011.8,9.0,Lahore,7.6,16.2,12.0
24,1,2021,82,10.9,1017.0,7.9,Lahore,6.6,17.7,11.2
25,1,2021,69,10.4,1018.1,5.5,Lahore,5.1,18.7,11.5
26,1,2021,72,11.5,1017.8,5.4,Lahore,4.4,18.3,10.7
27,1,2021,71,10.7,1017.6,5.5,Lahore,4.1,18.1,10.9
28,1,2021,73,11.1,1018.1,6.0,Lahore,4.6,18.7,11.2
29,1,2021,74,10.5,1018.9,5.9,Lahore,4.2,18.6,10.9
30,1,2021,70,12.3,1017.0,5.0,Lahore,4.4,18.8,10.9
31,1,2021,68,10.9,1016.9,6.6,Lahore,5.8,19.7,12.8
1,2,2021,76,9.8,1019.5,8.6,Lahore,6.9,20.6,13.2
2,2,2021,74,11.3,1017.6,7.9,Lahore,6.4,20.8,13.0
3,2,2021,77,17.8,1016.7,9.5,Lahore,8.9,20.9,13.8
4,2,2021,78,18.7,1018.3,8.7,Lahore,8.9,18.6,12.7
5,2,2021,77,9.2,1019.0,7.7,Lahore,6.8,18.5,12.1
6,2,2021,73,13.8,1018.7,8.0,Lahore,6.9,20.5,13.3
7,2,2021,69,10.5,1017.8,8.7,Lahore,7.7,21.9,14.8
8,2,2021,74,10.2,1017.7,9.8,Lahore,7.4,22.9,15.2
9,2,2021,75,9.1,1014.1,10.1,Lahore,8.2,23.5,15.5
10,2,2021,77,9.0,1013.8,11.7,Lahore,9.6,23.0,16.1
11,2,2021,78,9.0,1014.0,11.8,Lahore,9.7,24.0,16.2
12,2,2021,79,7.9,1014.8,12.0,Lahore,9.3,24.0,16.1
13,2,2021,84,8.3,1014.8,12.8,Lahore,11.1,23.0,15.9
14,2,2021,87,9.2,1014.9,12.9,Lahore,10.3,22.8,15.3
15,2,2021,88,8.4,1013.3,13.1,Lahore,10.1,22.8,15.3
16,2,2021,87,9.4,1013.3,13.6,Lahore,10.5,23.0,15.9
17,2,2021,82,6.4,1014.5,13.5,Lahore,11.3,23.9,17.0
18,2,2021,85,9.5,1017.4,13.4,Lahore,10.5,23.4,16.3
19,2,2021,80,8.1,1019.7,12.8,Lahore,10.0,23.9,16.6
20,2,2021,75,8.0,1019.1,12.3,Lahore,10.2,24.2,17.3
21,2,2021,72,9.0,1017.3,12.7,Lahore,12.6,25.2,18.2
22,2,2021,75,10.6,1015.0,13.2,Lahore,12.1,26.1,18.2
23,2,2021,78,11.4,1012.3,14.4,Lahore,13.1,26.5,18.9
24,2,2021,75,10.6,1011.3,13.9,Lahore,12.4,26.7,19.0
25,2,2021,66,14.1,1010.3,13.3,Lahore,13.4,27.6,20.6
26,2,2021,72,17.4,1006.6,15.0,Lahore,13.6,27.8,20.7
27,2,2021,68,19.5,1005.6,12.6,Lahore,15.1,24.5,19.5
28,2,2021,72,9.2,1011.0,12.0,Lahore,11.8,24.4,17.7
1,3,2021,63,17.3,1014.6,10.2,Lahore,11.6,25.5,18.3
2,3,2021,50,17.3,1014.7,7.2,Lahore,12.3,26.7,18.5
3,3,2021,59,9.4,1012.1,10.2,Lahore,11.6,27.5,19.1
4,3,2021,64,10.0,1012.4,11.5,Lahore,13.2,27.2,19.3
5,3,2021,58,14.8,1012.4,10.4,Lahore,12.4,28.3,19.9
6,3,2021,57,17.1,1010.7,10.1,Lahore,12.2,27.1,19.4
7,3,2021,48,20.1,1009.0,10.6,Lahore,18.1,28.6,22.3
8,3,2021,59,16.9,1011.8,12.8,Lahore,16.4,28.2,21.6
9,3,2021,58,16.8,1012.8,12.5,Lahore,14.7,29.4,21.5
10,3,2021,63,10.7,1012.5,13.6,Lahore,14.9,29.0,21.8
11,3,2021,61,17.7,1013.0,12.5,Lahore,14.8,28.3,21.2
12,3,2021,58,22.9,1015.9,11.1,Lahore,15.6,26.9,19.9
13,3,2021,58,14.2,1017.0,10.4,Lahore,13.8,27.1,19.6
14,3,2021,64,15.2,1013.1,12.9,Lahore,13.4,27.3,20.5
15,3,2021,64,11.2,1012.5,13.0,Lahore,14.8,27.8,20.5
16,3,2021,64,11.9,1012.3,14.0,Lahore,15.1,29.2,21.9
17,3,2021,63,13.0,1011.0,14.0,Lahore,16.0,28.8,21.9
18,3,2021,58,14.2,1011.5,13.1,Lahore,16.3,29.3,22.6
19,3,2021,52,12.8,1011.1,11.7,Lahore,16.1,30.6,22.7
20,3,2021,52,13.4,1008.9,11.5,Lahore,14.7,30.1,22.5
21,3,2021,64,21.0,1009.0,13.5,Lahore,15.6,26.1,21.0
22,3,2021,65,26.6,1011.7,13.7,Lahore,16.8,26.9,20.7
23,3,2021,68,31.6,1012.3,13.5,Lahore,15.8,23.8,19.8
24,3,2021,67,15.5,1015.9,12.7,Lahore,13.3,26.4,19.4
25,3,2021,63,15.6,1014.2,12.1,Lahore,14.5,27.3,20.3
26,3,2021,62,10.1,1011.6,12.8,Lahore,14.8,28.9,21.4
27,3,2021,63,9.1,1009.5,14.7,Lahore,15.8,30.7,23.0
28,3,2021,59,18.8,1005.8,15.4,Lahore,16.8,33.9,25.4
29,3,2021,46,22.8,1002.1,13.9,Lahore,23.0,34.8,27.6
30,3,2021,45,19.2,1001.2,11.4,Lahore,18.5,32.6,25.5
31,3,2021,19,24.4,1002.7,-1.7,Lahore,19.0,30.1,24.1
1,4,2021,18,25.7,1003.3,-3.4,Lahore,16.1,30.4,23.2
2,4,2021,20,19.7,1005.9,-3.6,Lahore,15.2,29.0,21.5
3,4,2021,31,12.5,1009.0,2.7,Lahore,12.8,31.3,22.0
4,4,2021,35,15.2,1009.9,6.3,Lahore,14.5,32.2,23.6
5,4,2021,38,17.2,1009.4,8.9,Lahore,19.0,31.5,24.7
6,4,2021,45,28.8,1008.4,10.7,Lahore,18.4,31.0,24.4
7,4,2021,59,15.3,1011.3,12.9,Lahore,15.2,30.7,22.8
8,4,2021,41,13.9,1009.9,7.6,Lahore,14.6,29.8,22.4
9,4,2021,38,14.6,1010.6,6.7,Lahore,14.9,31.6,23.9
10,4,2021,30,14.5,1011.5,5.6,Lahore,18.0,33.3,25.7
11,4,2021,34,12.7,1011.2,8.2,Lahore,18.5,33.7,26.1
12,4,2021,34,18.5,1012.3,9.0,Lahore,21.1,34.1,27.0
13,4,2021,35,13.2,1010.5,10.0,Lahore,20.1,35.4,27.8
14,4,2021,32,19.3,1008.7,9.5,Lahore,22.0,35.3,28.1
15,4,2021,36,21.9,1008.8,10.0,Lahore,20.7,33.4,26.8
16,4,2021,45,28.6,1007.5,11.6,Lahore,20.7,30.7,24.9
17,4,2021,77,19.0,1010.3,17.0,Lahore,17.8,26.3,21.4
18,4,2021,62,14.1,1012.1,14.5,Lahore,17.1,30.6,23.6
19,4,2021,41,15.0,1008.3,9.9,Lahore,19.6,32.6,25.4
20,4,2021,48,17.9,1006.9,10.4,Lahore,17.1,28.5,22.7
21,4,2021,63,15.5,1009.6,13.5,Lahore,16.3,25.7,21.2
22,4,2021,66,25.5,1010.8,14.1,Lahore,15.9,26.4,21.3
23,4,2021,59,20.0,1011.7,12.0,Lahore,16.2,27.0,21.1
24,4,2021,52,13.1,1011.4,10.7,Lahore,14.4,31.1,22.6
25,4,2021,35,10.8,1009.8,8.5,Lahore,18.0,34.5,26.7
26,4,2021,35,10.8,1007.2,9.5,Lahore,17.8,37.1,27.9
27,4,2021,34,27.7,1006.4,10.0,Lahore,20.5,39.3,29.7
28,4,2021,27,19.5,1007.0,7.9,Lahore,21.5,40.2,30.8
29,4,2021,26,25.4,1006.8,8.0,Lahore,22.8,38.5,30.9
30,4,2021,30,16.8,1006.2,9.7,Lahore,22.2,39.2,31.0
1,5,2021,28,15.0,1006.0,9.6,Lahore,23.2,38.5,31.0
2,5,2021,30,11.7,1005.8,10.5,Lahore,23.1,38.9,31.6
3,5,2021,31,10.1,1004.4,11.6,Lahore,24.5,38.8,31.7
4,5,2021,37,18.1,1004.0,13.8,Lahore,24.9,37.7,30.5
5,5,2021,44,16.9,1006.0,14.8,Lahore,23.4,34.3,29.4
6,5,2021,42,21.4,1007.3,14.0,Lahore,22.8,34.2,28.7
7,5,2021,44,19.7,1009.6,14.5,Lahore,23.1,34.6,28.5
8,5,2021,41,13.5,1007.8,13.2,Lahore,21.5,36.5,29.4
9,5,2021,36,15.6,1005.4,12.6,Lahore,23.2,36.7,30.1
10,5,2021,37,25.3,1003.0,13.5,Lahore,24.2,37.8,30.9
11,5,2021,42,16.9,1003.1,14.8,Lahore,24.2,36.8,29.8
12,5,2021,46,11.6,1001.4,14.8,Lahore,23.2,34.8,28.4
13,5,2021,59,20.3,1003.2,17.3,Lahore,22.6,30.7,26.2
14,5,2021,53,17.1,1004.0,15.3,Lahore,19.9,32.9,26.9
15,5,2021,42,15.5,1004.7,13.4,Lahore,22.1,34.7,28.7
16,5,2021,32,14.5,1006.1,10.6,Lahore,23.2,37.3,30.5
17,5,2021,29,15.5,1005.8,10.3,Lahore,23.4,39.3,31.5
18,5,2021,27,19.6,1003.4,9.6,Lahore,23.9,39.8,32.3
19,5,2021,44,17.6,1002.9,15.1,Lahore,24.6,35.1,29.2
20,5,2021,46,26.1,1001.4,15.3,Lahore,22.0,36.5,29.1
21,5,2021,43,29.0,1003.0,15.3,Lahore,24.2,36.7,30.2
22,5,2021,38,10.2,1003.6,13.2,Lahore,22.5,37.2,30.4
23,5,2021,37,16.6,1005.2,12.2,Lahore,24.7,34.5,28.9
24,5,2021,37,17.6,1005.9,12.2,Lahore,21.3,37.0,29.7
25,5,2021,28,14.5,1002.4,9.1,Lahore,23.1,38.7,31.4
26,5,2021,26,15.8,999.2,9.0,Lahore,23.6,40.4,32.5
27,5,2021,24,13.1,998.9,8.9,Lahore,25.0,42.3,34.1
28,5,2021,28,14.8,999.1,12.8,Lahore,27.0,42.5,34.8
29,5,2021,34,29.3,1000.1,15.9,Lahore,26.5,42.5,35.0
30,5,2021,44,21.9,1001.0,19.0,Lahore,28.3,39.6,33.7
31,5,2021,47,31.0,999.1,18.8,Lahore,27.6,39.2,31.8
1,6,2021,57,14.8,1002.1,19.1,Lahore,23.8,34.5,28.7
2,6,2021,49,10.7,1003.3,17.7,Lahore,24.7,36.1,30.5
3,6,2021,54,17.6,1005.4,19.1,Lahore,24.8,34.7,29.7
4,6,2021,54,9.6,1005.3,18.6,Lahore,24.4,35.2,29.5
5,6,2021,51,14.9,1003.3,19.0,Lahore,24.8,36.6,30.8
6,6,2021,45,10.0,1002.4,18.1,Lahore,25.9,38.9,32.7
7,6,2021,37,11.2,999.5,17.3,Lahore,27.6,41.6,35.1
8,6,2021,38,12.4,996.8,18.7,Lahore,29.1,42.9,36.1
9,6,2021,39,15.8,994.7,20.3,Lahore,30.2,44.1,37.3
10,6,2021,42,18.1,994.5,21.2,Lahore,30.8,42.9,36.7
11,6,2021,49,19.0,994.9,22.2,Lahore,28.8,41.2,35.3
12,6,2021,48,22.7,996.1,21.6,Lahore,29.9,40.6,34.9
13,6,2021,61,25.6,998.6,21.8,Lahore,25.4,36.3,30.6
14,6,2021,52,11.6,997.0,19.7,Lahore,25.7,37.0,31.2
15,6,2021,51,15.9,993.6,19.4,Lahore,26.3,38.6,31.8
16,6,2021,60,12.2,997.0,20.4,Lahore,25.4,34.7,29.5
17,6,2021,53,8.0,999.2,19.1,Lahore,24.4,36.3,30.5
18,6,2021,42,13.1,998.8,16.8,Lahore,26.7,38.7,32.8
19,6,2021,44,22.7,998.5,17.5,Lahore,27.0,39.8,33.3
20,6,2021,49,18.8,999.6,19.5,Lahore,26.2,38.5,32.4
21,6,2021,44,11.6,1000.8,18.3,Lahore,26.7,38.5,32.9
22,6,2021,41,12.4,1000.0,17.8,Lahore,27.2,40.5,33.8
23,6,2021,37,10.0,999.7,16.5,Lahore,27.4,41.0,34.3
24,6,2021,40,24.7,999.7,17.3,Lahore,28.0,40.6,33.3
25,6,2021,42,15.1,998.7,18.2,Lahore,28.1,38.9,33.5
26,6,2021,47,13.0,1001.2,18.8,Lahore,26.4,37.2,31.9
27,6,2021,45,10.9,1003.8,18.7,Lahore,26.3,39.5,33.2
28,6,2021,40,14.2,1001.9,18.0,Lahore,27.6,41.2,34.7
29,6,2021,35,18.7,998.6,16.9,Lahore,28.6,42.0,35.9
30,6,2021,35,17.1,995.1,18.0,Lahore,28.3,43.8,36.5
1,7,2021,39,18.5,993.3,19.3,Lahore,29.4,42.4,36.1
2,7,2021,39,14.8,994.9,19.0,Lahore,29.4,41.8,35.9
3,7,2021,48,18.7,998.6,20.8,Lahore,28.6,39.0,33.5
4,7,2021,47,12.3,1000.2,21.2,Lahore,28.6,39.4,34.5
5,7,2021,47,14.6,1000.8,21.0,Lahore,29.1,39.3,34.4
6,7,2021,45,10.1,999.2,20.6,Lahore,29.3,40.5,35.2
7,7,2021,40,10.8,997.6,19.3,Lahore,29.6,41.6,35.8
8,7,2021,44,20.7,997.0,20.4,Lahore,30.2,40.9,35.0
9,7,2021,52,15.6,998.8,22.7,Lahore,30.8,38.0,34.1
10,7,2021,59,10.7,999.2,24.1,Lahore,30.7,38.1,33.5
11,7,2021,64,16.8,1000.0,25.1,Lahore,30.7,37.6,33.2
12,7,2021,75,26.7,1002.3,24.6,Lahore,26.3,34.7,29.7
13,7,2021,78,17.3,1002.5,24.6,Lahore,24.9,33.5,29.0
14,7,2021,71,12.3,1002.3,24.0,Lahore,26.5,34.2,30.2
15,7,2021,68,14.8,1002.6,24.2,Lahore,26.9,35.3,31.0
16,7,2021,68,13.7,1003.7,25.0,Lahore,28.1,36.4,32.1
17,7,2021,61,13.6,1000.5,24.7,Lahore,28.9,38.3,33.7
18,7,2021,61,21.4,995.5,25.6,Lahore,30.0,40.7,34.8
19,7,2021,76,23.0,995.6,25.4,Lahore,26.7,35.8,30.3
20,7,2021,85,17.8,997.0,24.5,Lahore,25.5,31.6,27.4
21,7,2021,80,12.6,996.5,24.5,Lahore,24.6,32.6,28.5
22,7,2021,77,11.6,995.7,25.2,Lahore,25.9,33.5,29.8
23,7,2021,73,19.5,997.7,24.2,Lahore,27.0,32.2,29.7
24,7,2021,65,9.1,998.1,24.3,Lahore,27.8,36.3,32.0
25,7,2021,70,11.6,997.1,26.2,Lahore,28.8,36.2,32.5
26,7,2021,80,14.1,995.7,26.9,Lahore,29.3,34.1,31.0
27,7,2021,86,13.0,993.5,26.9,Lahore,27.7,32.9,29.7
28,7,2021,93,15.5,995.1,25.7,Lahore,25.7,27.9,27.0
29,7,2021,82,14.4,996.2,24.3,Lahore,24.9,31.6,27.7
30,7,2021,83,17.7,997.9,24.8,Lahore,25.6,30.7,28.0
31,7,2021,81,17.3,999.2,25.3,Lahore,25.9,31.9,28.9
1,8,2021,79,11.5,997.1,25.4,Lahore,26.3,33.4,29.6
2,8,2021,81,9.1,997.6,26.5,Lahore,26.8,33.9,30.2
3,8,2021,81,11.5,999.2,26.4,Lahore,26.9,34.2,30.2
4,8,2021,79,10.0,1000.0,26.0,Lahore,26.7,34.2,30.2
5,8,2021,79,13.0,999.2,26.1,Lahore,26.4,34.1,30.3
6,8,2021,79,14.4,999.7,25.6,Lahore,26.0,33.7,29.7
7,8,2021,75,9.9,1001.0,25.3,Lahore,26.0,34.9,30.6
8,8,2021,76,13.4,1002.1,25.9,Lahore,27.2,34.6,30.7
9,8,2021,78,12.6,1002.4,26.0,Lahore,27.5,34.1,30.4
10,8,2021,74,12.0,1000.5,25.5,Lahore,26.9,35.3,31.1
11,8,2021,66,10.7,1000.0,24.2,Lahore,27.4,37.1,31.9
12,8,2021,62,9.4,1001.2,23.5,Lahore,27.3,37.3,32.2
13,8,2021,61,11.0,999.6,23.4,Lahore,27.8,37.8,32.4
14,8,2021,65,11.3,997.7,24.0,Lahore,28.2,36.7,31.9
15,8,2021,74,18.8,1000.0,24.6,Lahore,26.6,33.5,30.0
16,8,2021,67,10.5,1003.0,24.0,Lahore,26.9,36.3,31.3
17,8,2021,60,10.1,1002.8,23.0,Lahore,27.5,38.1,32.6
18,8,2021,54,10.0,1000.5,21.4,Lahore,28.1,38.4,33.0
19,8,2021,54,10.1,999.5,21.6,Lahore,27.6,38.8,33.1
20,8,2021,64,15.7,1001.8,24.3,Lahore,28.3,37.7,32.3
21,8,2021,73,20.9,1005.7,23.3,Lahore,26.6,33.6,28.9
22,8,2021,78,13.3,1005.3,23.8,Lahore,25.3,32.0,28.1
23,8,2021,73,8.0,1002.2,23.7,Lahore,24.8,34.7,29.6
24,8,2021,66,14.0,999.7,24.3,Lahore,26.9,38.2,32.2
25,8,2021,57,12.1,997.0,23.1,Lahore,28.6,39.0,33.6
26,8,2021,53,11.9,995.8,22.0,Lahore,28.3,38.6,33.3
27,8,2021,57,11.7,997.9,22.8,Lahore,28.3,38.5,32.8
28,8,2021,63,13.7,999.8,23.4,Lahore,28.1,36.7,31.9
29,8,2021,67,15.3,1001.0,23.9,Lahore,27.2,35.2,31.3
30,8,2021,73,18.4,1004.9,24.1,Lahore,25.8,33.3,29.8
31,8,2021,72,18.6,1007.2,23.1,Lahore,24.7,32.8,29.0
1,9,2021,73,11.3,1007.0,23.7,Lahore,26.5,34.1,29.4
2,9,2021,73,10.2,1004.6,23.8,Lahore,25.1,34.2,29.5
3,9,2021,77,10.3,1003.0,24.2,Lahore,26.4,33.6,28.8
4,9,2021,73,6.9,1002.5,23.5,Lahore,24.8,34.4,29.4
5,9,2021,70,10.0,1002.3,23.7,Lahore,25.8,35.1,30.3
6,9,2021,69,8.2,1003.5,24.7,Lahore,27.3,35.4,31.2
7,9,2021,72,15.6,1004.9,25.1,Lahore,28.0,34.6,30.7
8,9,2021,79,14.3,1004.9,24.6,Lahore,27.1,32.7,28.9
9,9,2021,78,13.9,1003.9,24.2,Lahore,26.4,32.7,28.6
10,9,2021,85,17.3,1004.0,24.4,Lahore,24.6,31.4,27.2
11,9,2021,87,19.1,1004.7,23.4,Lahore,24.3,29.1,25.9
12,9,2021,84,16.4,1003.3,22.4,Lahore,22.8,28.3,25.4
13,9,2021,81,8.7,1002.5,23.2,Lahore,22.6,32.0,27.1
14,9,2021,79,9.1,1005.0,24.2,Lahore,24.3,32.4,28.4
15,9,2021,75,13.8,1005.4,23.8,Lahore,24.9,33.9,29.0
16,9,2021,75,10.7,1003.0,24.3,Lahore,25.4,33.9,29.4
17,9,2021,74,15.3,1003.0,23.2,Lahore,25.5,32.5,28.5
18,9,2021,78,7.9,1004.9,24.5,Lahore,25.5,32.5,28.9
19,9,2021,79,8.6,1006.5,25.2,Lahore,26.3,32.8,29.3
20,9,2021,78,7.5,1005.4,25.0,Lahore,26.7,32.6,29.5
21,9,2021,82,21.6,1004.6,24.4,Lahore,25.0,31.9,28.0
22,9,2021,84,12.9,1004.5,23.8,Lahore,24.1,30.9,26.9
23,9,2021,86,13.1,1006.8,23.1,Lahore,23.3,29.1,25.7
24,9,2021,82,10.5,1008.0,22.8,Lahore,23.1,30.5,26.4
25,9,2021,77,7.9,1006.0,23.2,Lahore,23.8,32.1,27.9
26,9,2021,76,7.8,1005.7,23.3,Lahore,23.9,32.6,28.2
27,9,2021,78,8.0,1006.4,24.0,Lahore,24.4,33.1,28.6
28,9,2021,75,6.9,1007.0,23.9,Lahore,25.0,33.2,29.0
29,9,2021,73,9.4,1008.1,23.6,Lahore,25.7,33.1,29.2
30,9,2021,75,8.6,1008.8,23.9,Lahore,25.1,32.5,28.9
1,10,2021,77,10.5,1008.3,24.4,Lahore,25.1,33.1,29.0
2,10,2021,77,11.9,1007.0,23.9,Lahore,24.7,32.9,28.5
3,10,2021,74,12.0,1004.6,23.9,Lahore,25.4,34.1,29.3
4,10,2021,74,12.3,1004.3,23.1,Lahore,24.9,33.1,28.4
5,10,2021,75,11.6,1007.5,22.8,Lahore,24.5,31.9,28.0
6,10,2021,70,9.2,1008.1,21.3,Lahore,23.4,34.1,28.0
7,10,2021,63,10.1,1006.0,19.8,Lahore,22.5,34.1,27.9
8,10,2021,64,10.5,1004.6,20.1,Lahore,22.2,35.3,28.5
9,10,2021,64,10.5,1005.3,20.0,Lahore,22.9,35.1,28.6
10,10,2021,62,17.8,1004.6,19.9,Lahore,23.8,35.5,28.9
11,10,2021,57,20.5,1004.4,17.5,Lahore,22.1,35.5,27.9
12,10,2021,59,9.8,1005.9,17.0,Lahore,21.4,33.7,26.5
13,10,2021,61,9.4,1007.2,16.2,Lahore,19.3,32.3,25.2
14,10,2021,56,10.5,1007.3,14.9,Lahore,18.9,32.7,25.2
15,10,2021,49,8.0,1005.0,13.6,Lahore,17.9,33.2,25.9
16,10,2021,53,9.4,1005.3,14.7,Lahore,19.2,33.3,25.9
17,10,2021,63,16.6,1007.4,17.3,Lahore,21.9,31.4,25.0
18,10,2021,79,15.9,1006.7,19.4,Lahore,20.3,27.5,23.3
19,10,2021,69,14.8,1007.3,17.9,Lahore,19.9,31.2,24.7
20,10,2021,60,9.4,1009.7,15.7,Lahore,18.4,32.2,24.5
21,10,2021,55,10.2,1009.2,13.7,Lahore,18.3,31.7,24.0
22,10,2021,57,18.7,1008.0,14.3,Lahore,16.9,31.2,23.7
23,10,2021,79,27.9,1009.9,16.8,Lahore,18.2,27.3,20.7
24,10,2021,81,19.8,1014.7,15.6,Lahore,16.6,22.6,19.1
25,10,2021,71,14.7,1015.9,13.5,Lahore,14.9,25.1,19.2
26,10,2021,68,9.7,1013.6,12.3,Lahore,13.6,25.7,18.8
27,10,2021,70,9.9,1015.7,13.6,Lahore,14.2,26.5,19.6
28,10,2021,65,10.1,1015.4,12.5,Lahore,13.7,27.0,19.8
29,10,2021,63,8.8,1017.1,12.8,Lahore,14.6,27.6,20.5
30,10,2021,63,12.0,1016.5,13.3,Lahore,15.0,28.5,21.2
31,10,2021,66,10.5,1013.2,12.6,Lahore,14.4,26.9,19.5
1,11,2021,65,16.3,1012.3,12.9,Lahore,14.5,27.5,20.2
2,11,2021,60,28.7,1014.8,12.0,Lahore,18.0,24.2,20.2
3,11,2021,55,15.8,1015.1,10.4,Lahore,14.9,27.2,20.2
4,11,2021,62,8.6,1014.2,11.8,Lahore,13.9,26.9,19.8
5,11,2021,63,11.6,1013.8,12.0,Lahore,13.7,27.0,20.0
6,11,2021,64,12.6,1012.5,11.9,Lahore,14.1,27.3,19.6
7,11,2021,60,8.9,1012.0,10.6,Lahore,12.9,26.5,19.2
8,11,2021,62,10.2,1013.9,11.6,Lahore,13.0,27.2,19.7
9,11,2021,63,9.0,1014.2,11.7,Lahore,12.5,27.0,19.6
10,11,2021,65,9.6,1013.7,12.0,Lahore,12.6,27.9,19.9
11,11,2021,67,7.6,1013.4,12.8,Lahore,13.1,27.0,19.5
12,11,2021,64,9.4,1013.7,11.9,Lahore,13.0,26.9,19.8
13,11,2021,59,10.7,1013.7,10.1,Lahore,12.7,26.4,18.9
14,11,2021,57,11.2,1012.4,9.0,Lahore,11.2,26.7,18.3
15,11,2021,61,11.8,1012.4,8.5,Lahore,10.2,25.8,17.0
16,11,2021,59,9.5,1013.3,8.5,Lahore,10.3,24.6,17.3
17,11,2021,59,7.3,1015.3,8.8,Lahore,10.8,25.3,17.6
18,11,2021,62,6.5,1014.2,9.5,Lahore,10.8,24.1,17.5
19,11,2021,69,10.0,1012.1,10.1,Lahore,10.1,24.3,16.4
20,11,2021,68,10.4,1012.3,10.1,Lahore,10.0,24.4,16.6
21,11,2021,67,10.9,1014.2,9.6,Lahore,10.1,25.2,16.6
22,11,2021,63,15.0,1013.6,8.4,Lahore,9.2,24.8,16.4
23,11,2021,68,9.7,1011.3,9.0,Lahore,8.5,24.5,15.7
24,11,2021,66,13.3,1012.8,9.7,Lahore,10.4,25.5,16.9
25,11,2021,70,10.8,1014.9,10.7,Lahore,11.1,25.0,16.9
26,11,2021,71,8.9,1014.5,11.0,Lahore,11.2,24.2,16.9
27,11,2021,75,9.8,1015.5,11.1,Lahore,9.8,24.5,16.2
28,11,2021,74,10.1,1018.0,11.3,Lahore,11.2,24.2,16.6
29,11,2021,68,15.0,1018.5,10.2,Lahore,10.1,24.6,16.8
30,11,2021,72,10.0,1016.9,10.3,Lahore,10.1,23.2,16.0
